"GEO_ID","NAME","C16009_001E","C16009_001M","C16009_002E","C16009_002M","C16009_003E","C16009_003M","C16009_004E","C16009_004M","C16009_005E","C16009_005M","C16009_006E","C16009_006M","C16009_007E","C16009_007M","C16009_008E","C16009_008M","C16009_009E","C16009_009M","C16009_010E","C16009_010M","C16009_011E","C16009_011M","C16009_012E","C16009_012M","C16009_013E","C16009_013M"
"0500000US48257","Kaufman County, Texas","102119","738","15984","3913","10576","2920","5321","2244","87","106","0","211","0","211","86135","3956","74635","3283","9740","2061","1017","582","467","416","276","408"
"0500000US48291","Liberty County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48303","Lubbock County, Texas","261917","1868","45787","5190","34638","4553","10073","3127","115","158","860","452","101","166","216130","5314","166672","5009","43305","3726","2393","996","2735","979","1025","847"
"0500000US48309","McLennan County, Texas","217028","1918","41021","4923","28340","3587","11677","3325","155","153","707","595","142","255","176007","4971","146078","4876","26555","3760","1755","784","591","608","1028","818"
"0500000US48329","Midland County, Texas","141435","979","10753","3680","5462","2074","5024","2260","0","211","267","395","0","211","130682","3935","89086","3217","39162","3506","489","380","1605","831","340","459"
"0500000US48339","Montgomery County, Texas","478938","2839","51518","9765","30929","6508","19972","5637","241","270","362","346","14","27","427420","9790","357947","7573","55549","7410","7865","2304","5659","1444","400","431"
"0500000US48347","Nacogdoches County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48355","Nueces County, Texas","326772","1415","49442","6370","26789","4539","21504","3800","179","294","709","473","261","418","277330","6211","168614","5006","101917","6655","2662","914","3936","663","201","230"
"0500000US48361","Orange County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48367","Parker County, Texas","113578","1115","10504","2379","8870","2359","1634","1129","0","211","0","211","0","211","103074","2567","94251","3136","7283","1425","298","261","743","560","499","534"
"0500000US48375","Potter County, Texas","104631","1273","21290","3119","13474","2604","5497","1613","0","211","1873","1178","446","534","83341","3329","57204","3711","21389","2968","419","284","3010","1011","1319","1140"
"0500000US48381","Randall County, Texas","117815","771","11119","2527","8958","2211","1783","1186","319","333","0","211","59","98","106696","2597","94894","2773","9576","1633","1183","980","898","716","145","233"
"0500000US48397","Rockwall County, Texas","82058","632","6844","2261","4566","1724","1563","1282","51","90","387","411","277","471","75214","2346","65946","2219","7758","1642","552","466","903","603","55","89"
"0500000US48409","San Patricio County, Texas","61245","440","7413","2404","4409","1634","3004","1250","0","211","0","211","0","211","53832","2511","34790","2242","18040","1559","532","358","470","280","0","211"
"0500000US48423","Smith County, Texas","198924","1130","34797","4567","23618","3553","10629","2786","0","211","550","281","0","211","164127","4690","139697","4511","20556","3069","1230","885","2183","1092","461","324"
"0500000US48439","Tarrant County, Texas","1778784","2542","260623","14446","153459","11180","85787","9144","7761","3654","6018","1840","7598","3352","1518161","14606","1130439","14688","286852","10894","37544","5407","50120","4037","13206","3628"
"0500000US48441","Taylor County, Texas","119439","1611","18573","2505","13071","2192","3200","890","524","473","1023","861","755","1020","100866","2617","86602","3029","11843","2085","1126","554","1285","673","10","25"
"0500000US48451","Tom Green County, Texas","103445","1771","15654","4092","12029","3658","3573","1460","0","211","52","103","0","211","87791","4177","65084","3990","21464","3252","331","347","837","486","75","137"
"0500000US48453","Travis County, Texas","1050222","6820","172764","11095","85108","6817","75180","8167","4749","2171","6564","1803","1163","796","877458","11315","629955","11100","183005","8726","28266","4609","30679","3845","5553","1944"
"0500000US48469","Victoria County, Texas","82671","1169","12482","2567","7510","1560","4902","2484","70","115","0","211","0","211","70189","2926","53709","2751","14800","2265","566","598","1114","208","0","211"
"0500000US48471","Walker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48479","Webb County, Texas","236533","1120","74726","6115","3571","1527","70621","5870","49","58","485","472","0","211","161807","6021","15802","2399","145321","5516","231","344","453","416","0","211"
"0500000US48485","Wichita County, Texas","108728","2380","20327","3129","13801","2367","6403","2186","78","103","0","211","45","77","88401","3713","79473","3424","5641","1541","1570","998","1664","577","53","94"
"0500000US48491","Williamson County, Texas","450940","1856","35752","4328","25578","3808","8359","2543","870","558","743","484","202","267","415188","4924","333857","5905","53365","4325","11677","2900","14547","2874","1742","1574"
