"GEO_ID","NAME","C16009_001E","C16009_001M","C16009_002E","C16009_002M","C16009_003E","C16009_003M","C16009_004E","C16009_004M","C16009_005E","C16009_005M","C16009_006E","C16009_006M","C16009_007E","C16009_007M","C16009_008E","C16009_008M","C16009_009E","C16009_009M","C16009_010E","C16009_010M","C16009_011E","C16009_011M","C16009_012E","C16009_012M","C16009_013E","C16009_013M"
"0500000US48257","Kaufman County, Texas","99905","522","9410","2474","5615","1596","3795","1909","0","213","0","213","0","213","90495","2408","77291","2116","11830","2419","655","469","632","339","87","141"
"0500000US48291","Liberty County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48303","Lubbock County, Texas","257981","1923","43101","4945","29096","4284","12542","3249","570","401","699","413","194","174","214880","4996","170785","5141","38824","3749","2265","819","2641","1047","365","303"
"0500000US48309","McLennan County, Texas","215915","1704","43868","5657","33201","4834","8281","2298","838","684","1448","1168","100","167","172047","5711","140717","4797","27047","3505","2132","856","1991","1065","160","240"
"0500000US48329","Midland County, Texas","137164","1212","11545","2777","7437","1995","3841","1791","21","41","246","315","0","213","125619","3225","88792","4086","34341","3428","958","839","1336","516","192","243"
"0500000US48339","Montgomery County, Texas","461807","1186","53425","7787","27827","5446","23805","5351","1622","1386","171","260","0","213","408382","7994","341172","6395","55014","6326","4952","2283","7063","1867","181","176"
"0500000US48347","Nacogdoches County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48355","Nueces County, Texas","321162","1580","54524","6305","30250","4101","23140","3921","107","175","782","563","245","250","266638","6250","163578","5978","96656","5833","2908","1135","2972","825","524","501"
"0500000US48361","Orange County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48367","Parker County, Texas","110326","1155","13543","2728","10503","2314","3040","1721","0","213","0","213","0","213","96783","2876","91006","2802","4701","1547","466","430","546","194","64","101"
"0500000US48375","Potter County, Texas","105068","1302","21237","2883","13475","2581","5898","1729","132","211","1275","924","457","619","83831","3040","59598","2794","20079","2309","156","134","3253","1015","745","739"
"0500000US48381","Randall County, Texas","116019","967","13398","2452","10658","2370","1752","603","0","213","197","196","791","695","102621","2511","93103","2836","7688","1644","1029","560","599","348","202","333"
"0500000US48397","Rockwall County, Texas","78329","1143","4187","1936","2759","1484","1428","1207","0","213","0","213","0","213","74142","2278","62381","2201","9085","1654","776","587","1395","869","505","654"
"0500000US48409","San Patricio County, Texas","60437","580","8471","1925","4415","1104","3996","1265","0","213","60","108","0","213","51966","1980","32890","2019","17877","1516","442","344","757","502","0","213"
"0500000US48423","Smith County, Texas","196163","1513","30178","5002","20783","3788","8227","3064","381","456","0","213","787","863","165985","5165","136830","5074","25421","3434","2101","1192","1533","744","100","167"
"0500000US48439","Tarrant County, Texas","1747244","1886","252030","13642","144965","11162","86650","8622","6208","2631","7735","2315","6472","2567","1495214","14041","1117300","15053","281597","11437","33632","4558","49498","4510","13187","2594"
"0500000US48441","Taylor County, Texas","118712","1329","18591","2725","13710","2617","4319","1449","392","358","170","217","0","213","100121","3109","84964","3468","11522","2013","2612","1237","622","445","401","605"
"0500000US48451","Tom Green County, Texas","101338","1937","12267","2952","7618","1804","4473","2397","46","76","64","106","66","130","89071","3212","69072","3011","19278","2776","157","169","564","293","0","213"
"0500000US48453","Travis County, Texas","1020075","6905","160945","12059","82939","7678","67432","8270","3356","1320","5337","1730","1881","1004","859130","12027","608154","9989","185791","9650","22739","3401","36068","3441","6378","2819"
"0500000US48469","Victoria County, Texas","82354","1065","12403","3164","7350","1908","4706","2493","347","556","0","213","0","213","69951","3354","55581","3418","13017","1953","623","539","730","665","0","213"
"0500000US48471","Walker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48479","Webb County, Texas","233341","1343","69192","6308","5433","1372","63533","6185","7","13","219","335","0","213","164149","6432","19668","2939","143391","6700","566","450","524","414","0","213"
"0500000US48485","Wichita County, Texas","109480","2573","20338","2871","15878","2922","4157","1423","126","183","177","158","0","213","89142","3285","80350","3416","5471","1417","1416","701","1637","597","268","424"
"0500000US48491","Williamson County, Texas","433495","1513","34148","5072","20928","4094","10829","3037","1330","666","456","742","605","920","399347","5338","319577","6101","54619","4968","10416","1996","12131","1986","2604","1187"
