"GEO_ID","NAME","C16009_001E","C16009_001M","C16009_002E","C16009_002M","C16009_003E","C16009_003M","C16009_004E","C16009_004M","C16009_005E","C16009_005M","C16009_006E","C16009_006M","C16009_007E","C16009_007M","C16009_008E","C16009_008M","C16009_009E","C16009_009M","C16009_010E","C16009_010M","C16009_011E","C16009_011M","C16009_012E","C16009_012M","C16009_013E","C16009_013M"
"0500000US48257","Kaufman County, Texas","112492","913","9397","2150","7724","1917","1667","969","6","11","0","225","0","225","103095","2361","88232","2505","13411","2245","346","325","595","311","511","450"
"0500000US48291","Liberty County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48303","Lubbock County, Texas","272280","1732","53137","5851","41298","4793","9200","2320","1203","903","1156","1051","280","312","219143","5854","174847","5764","37200","3549","2932","1294","2959","1249","1205","806"
"0500000US48309","McLennan County, Texas","224106","2104","37896","4966","28864","4606","8262","2583","338","313","432","357","0","225","186210","5447","150947","5295","30860","3240","2208","948","1956","1317","239","320"
"0500000US48329","Midland County, Texas","149778","1101","14743","3439","6588","2544","7825","2819","0","225","330","357","0","225","135035","3583","89499","3993","39730","3518","1163","705","2653","681","1990","1936"
"0500000US48339","Montgomery County, Texas","528818","969","44974","6565","25316","4362","18137","4681","583","563","167","256","771","1270","483844","6459","376362","7823","87767","6433","9896","2813","7357","2651","2462","1533"
"0500000US48347","Nacogdoches County, Texas","56696","1886","14551","3298","10715","2866","3753","1558","0","225","0","225","83","112","42145","3343","34623","2696","6543","1858","502","548","477","389","0","225"
"0500000US48355","Nueces County, Texas","327999","2146","49053","6067","32914","5024","15668","2807","0","225","221","269","250","251","278946","6645","179816","7448","93063","5775","1356","625","4615","1352","96","160"
"0500000US48361","Orange County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48367","Parker County, Texas","123566","1077","8489","2271","6469","1749","1923","1340","97","146","0","225","0","225","115077","2596","107922","2542","6214","1443","565","395","376","397","0","225"
"0500000US48375","Potter County, Texas","103678","1465","18254","3279","10815","2433","6784","1888","0","225","447","425","208","336","85424","3664","60469","3318","18325","2913","286","263","4074","1324","2270","1490"
"0500000US48381","Randall County, Texas","123324","1045","10906","2285","9012","2213","1643","906","197","295","54","105","0","225","112418","2465","99894","3073","9151","2206","1318","1540","1140","863","915","930"
"0500000US48397","Rockwall County, Texas","90264","877","5905","3174","3302","1750","2282","2207","0","225","0","225","321","307","84359","3275","70687","3586","9453","1936","2086","1265","1429","952","704","453"
"0500000US48409","San Patricio County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48423","Smith County, Texas","206287","1960","33361","6223","21627","4499","11237","4300","375","363","0","225","122","200","172926","6425","147565","5284","22393","4412","1000","994","1545","760","423","368"
"0500000US48439","Tarrant County, Texas","1883155","2816","206943","15666","111990","10103","71742","9353","6255","2620","7219","2434","9737","3797","1676212","16041","1218619","15198","336885","12387","35394","4028","58239","5390","27075","5526"
"0500000US48441","Taylor County, Texas","121023","1345","18302","3363","13927","2712","3983","1721","227","202","165","232","0","225","102721","3430","82863","4056","13472","2150","2943","1898","1943","585","1500","1734"
"0500000US48451","Tom Green County, Texas","104397","1782","11514","3341","7847","2589","3667","1378","0","225","0","225","0","225","92883","3682","69458","3691","21580","2804","729","555","544","446","572","570"
"0500000US48453","Travis County, Texas","1125409","6953","130014","10848","67118","6225","50368","9023","3271","1369","7764","2340","1493","1022","995395","10534","696134","11048","219895","10351","31187","3595","34992","3405","13187","3663"
"0500000US48469","Victoria County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48471","Walker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48479","Webb County, Texas","245241","1237","65760","6892","3817","1212","61943","7079","0","225","0","225","0","225","179481","6788","15029","2854","162871","7041","362","292","1038","887","181","248"
"0500000US48485","Wichita County, Texas","108042","3953","18216","2716","15505","2582","2157","949","423","525","131","151","0","225","89826","4319","77034","4279","9992","2029","826","596","1889","738","85","112"
"0500000US48491","Williamson County, Texas","506168","2572","31157","5425","22664","4148","4875","2402","2395","1442","788","694","435","543","475011","5830","375484","8800","66183","6002","14363","2800","15864","2858","3117","1327"
"0500000US48497","Wise County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
