"GEO_ID","NAME","C16009_001E","C16009_001M","C16009_002E","C16009_002M","C16009_003E","C16009_003M","C16009_004E","C16009_004M","C16009_005E","C16009_005M","C16009_006E","C16009_006M","C16009_007E","C16009_007M","C16009_008E","C16009_008M","C16009_009E","C16009_009M","C16009_010E","C16009_010M","C16009_011E","C16009_011M","C16009_012E","C16009_012M","C16009_013E","C16009_013M"
"0500000US48091","Comal County, Texas","120096","1115","9174","2316","5101","1621","3697","1407","376","450","0","214","0","214","110922","2584","90392","3239","17467","2238","1689","847","1129","937","245","408"
"0500000US48099","Coryell County, Texas","55776","1893","8672","2099","6429","1918","1347","732","669","456","227","231","0","214","47104","2472","40685","2427","3221","1163","1314","667","1815","1223","69","115"
"0500000US48113","Dallas County, Texas","2327267","2560","404084","17322","182414","9449","189906","12989","9885","3264","9984","2225","11895","4347","1923183","17383","1138997","16329","627896","13820","55661","5226","74114","5365","26515","4980"
"0500000US48121","Denton County, Texas","716840","2520","57265","5387","34889","3819","14563","3096","3508","2252","3522","1626","783","627","659575","5723","519499","6322","83685","5885","19531","3457","32388","3208","4472","1633"
"0500000US48135","Ector County, Texas","143451","1606","16519","2927","7036","1894","9134","2381","142","227","207","398","0","214","126932","3228","70180","4054","55117","3649","126","158","621","384","888","668"
"0500000US48139","Ellis County, Texas","150929","1164","15894","3547","9707","2614","6154","2686","0","214","0","214","33","34","135035","3594","113183","3094","20785","3077","468","398","599","457","0","214"
"0500000US48141","El Paso County, Texas","753283","1756","145044","9256","26873","4297","116605","8230","723","522","580","421","263","437","608239","9358","185660","7881","409675","10874","5331","1731","5971","1203","1602","1144"
"0500000US48157","Fort Bend County, Texas","661910","1541","42578","6506","21883","4284","11775","3747","2690","1660","4935","2205","1295","1092","619332","6812","387636","8387","103226","7360","47613","7241","68025","6339","12832","4028"
"0500000US48167","Galveston County, Texas","297518","1844","42631","6412","28020","4945","12911","3626","433","304","956","687","311","400","254887","6719","208488","6133","32184","4983","7711","3747","5026","2128","1478","1098"
"0500000US48181","Grayson County, Texas","114909","1119","17216","3485","15007","3040","2135","1154","74","117","0","214","0","214","97693","3531","87114","3183","8591","1582","460","340","1153","510","375","252"
"0500000US48183","Gregg County, Texas","110508","1212","18968","3342","14450","2759","3912","1785","80","147","526","461","0","214","91540","3328","77891","3271","12316","2308","551","515","663","593","119","167"
"0500000US48187","Guadalupe County, Texas","139521","1103","13851","3171","10146","2406","3461","1952","42","68","202","217","0","214","125670","3280","100048","3052","22665","2026","1194","529","1697","524","66","104"
"0500000US48201","Harris County, Texas","4149587","3717","653913","24167","267529","12585","328451","18547","17745","3661","23251","4135","16937","6004","3495674","24194","2050880","22692","1106047","24832","123989","10786","164894","8298","49864","8088"
"0500000US48203","Harrison County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48209","Hays County, Texas","175744","2532","24813","4105","15622","2991","8830","3069","118","148","243","247","0","214","150931","4758","111529","4987","35531","3979","2083","1148","1668","427","120","152"
"0500000US48213","Henderson County, Texas","73777","766","9564","2273","6909","1690","2539","1640","0","214","116","254","0","214","64213","2475","58064","2551","5310","1746","387","407","452","306","0","214"
"0500000US48215","Hidalgo County, Texas","750301","1908","225078","15837","20260","4508","204036","15595","360","358","379","511","43","71","525223","16148","98052","5814","420010","16007","1211","603","5851","1333","99","163"
"0500000US48231","Hunt County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48245","Jefferson County, Texas","221156","2969","34660","4117","25571","3616","5941","2074","1287","881","1800","1081","61","103","186496","4569","146240","5577","32990","3225","3153","1189","3455","1070","658","543"
"0500000US48251","Johnson County, Texas","146464","1327","15823","3951","10723","2864","4890","2293","71","154","139","232","0","214","130641","4042","111891","4024","16401","2278","1421","1816","928","461","0","214"
"0500000US48257","Kaufman County, Texas","104954","886","16147","3278","10224","2652","5761","2391","34","59","0","214","128","196","88807","3188","78400","2938","9129","2106","398","457","844","321","36","61"
"0500000US48291","Liberty County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48303","Lubbock County, Texas","267438","1665","54227","5272","39618","4579","12407","2624","1200","549","484","356","518","512","213211","5184","163810","5144","42613","3655","3327","1487","3187","938","274","387"
"0500000US48309","McLennan County, Texas","219183","1879","41710","4987","32297","3963","8293","2917","434","476","500","319","186","256","177473","5571","143962","4827","30185","3715","1106","660","2203","809","17","29"
"0500000US48329","Midland County, Texas","146008","1134","8231","2429","5218","1784","2797","1026","0","214","216","361","0","214","137777","2696","91996","4082","40932","3675","682","503","3003","1017","1164","876"
"0500000US48339","Montgomery County, Texas","498270","1271","49958","9281","34455","7291","14975","5497","224","291","288","309","16","23","448312","9317","365979","8230","67839","8747","6491","3093","6343","1543","1660","1054"
"0500000US48347","Nacogdoches County, Texas","55543","2190","13792","2394","10292","2074","3253","1485","16","37","34","73","197","335","41751","2705","35286","2215","5280","1574","634","495","422","512","129","193"
"0500000US48355","Nueces County, Texas","327823","1568","62016","6413","36391","5129","23767","3820","67","83","732","641","1059","1445","265807","6510","168383","6321","89966","5445","2482","1105","4144","1105","832","849"
"0500000US48361","Orange County, Texas","77418","617","12876","2906","11398","2887","850","760","114","202","514","201","0","214","64542","2900","61897","2861","2284","749","238","174","123","59","0","214"
"0500000US48367","Parker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48375","Potter County, Texas","104472","1335","22272","3236","11842","2265","8977","2133","181","162","975","773","297","467","82200","3353","56995","2733","21037","2587","152","260","3969","952","47","77"
"0500000US48381","Randall County, Texas","119481","1008","9205","2125","7284","1752","1746","964","173","248","0","214","2","4","110276","2357","99663","2613","7844","1722","1000","867","1163","664","606","323"
"0500000US48397","Rockwall County, Texas","84891","586","5511","2222","4032","1445","1437","1332","42","73","0","214","0","214","79380","2399","67217","2921","8248","1550","895","645","1432","626","1588","1703"
"0500000US48409","San Patricio County, Texas","61869","506","7681","2521","5109","1962","2572","911","0","214","0","214","0","214","54188","2569","32599","2265","19628","2368","1440","1086","521","599","0","214"
"0500000US48423","Smith County, Texas","202357","1474","30522","4308","24226","3629","6057","2358","113","146","126","222","0","214","171835","4855","144029","3924","23995","2640","1763","923","2048","588","0","214"
"0500000US48439","Tarrant County, Texas","1814297","2490","230028","15313","122070","8704","85497","10755","7852","2929","6576","2412","8033","3326","1584269","15724","1176145","14487","296576","12056","43657","6591","50883","5160","17008","3704"
"0500000US48441","Taylor County, Texas","120363","1150","16996","2745","13904","2204","2762","1121","166","176","164","235","0","214","103367","3301","88756","3479","11747","1954","1441","848","801","494","622","621"
"0500000US48451","Tom Green County, Texas","104729","2021","16246","3969","10478","2624","5568","2388","41","68","0","214","159","188","88483","4595","63243","4443","22909","3675","649","419","1682","407","0","214"
"0500000US48453","Travis County, Texas","1073787","6879","138903","11734","75655","7685","53507","8402","2688","1056","4719","1513","2334","1742","934884","12215","656102","11444","205237","10641","30491","3918","34721","4050","8333","2369"
"0500000US48469","Victoria County, Texas","83783","1286","9523","2444","6804","2042","2660","1133","0","214","59","104","0","214","74260","3243","59252","2828","13067","2271","880","755","839","319","222","320"
"0500000US48471","Walker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48479","Webb County, Texas","239343","1115","70464","7702","3157","1254","67307","7346","0","214","0","214","0","214","168879","7818","19440","3122","148259","7180","157","216","1023","525","0","214"
"0500000US48485","Wichita County, Texas","107711","3150","19868","2855","14798","2600","3506","1396","130","200","956","993","478","700","87843","3789","77306","3305","8348","1909","452","269","1241","980","496","575"
"0500000US48491","Williamson County, Texas","469397","2349","29913","5733","21019","4424","7605","3339","883","676","406","505","0","214","439484","5804","350523","7035","58006","4184","10728","2336","18287","2366","1940","1107"
