"GEO_ID","NAME","C16009_001E","C16009_001M","C16009_002E","C16009_002M","C16009_003E","C16009_003M","C16009_004E","C16009_004M","C16009_005E","C16009_005M","C16009_006E","C16009_006M","C16009_007E","C16009_007M","C16009_008E","C16009_008M","C16009_009E","C16009_009M","C16009_010E","C16009_010M","C16009_011E","C16009_011M","C16009_012E","C16009_012M","C16009_013E","C16009_013M"
"0500000US48257","Kaufman County, Texas","97967","784","14726","3094","10112","2333","4535","1823","77","141","0","206","2","7","83241","3113","71709","2781","10447","1900","367","389","718","550","0","206"
"0500000US48291","Liberty County, Texas","65260","3152","10939","3239","6860","2133","3891","2225","188","226","0","206","0","206","54321","3557","46871","2605","6434","2326","785","580","231","403","0","206"
"0500000US48303","Lubbock County, Texas","254777","1812","55481","5419","41842","4756","12371","2735","459","322","496","438","313","329","199296","5201","157467","5282","36883","4051","2125","636","1907","970","914","559"
"0500000US48309","McLennan County, Texas","212879","1957","40739","4684","30830","3613","9246","2715","293","278","370","319","0","206","172140","5373","142554","4248","24407","3265","2001","1033","2516","758","662","456"
"0500000US48329","Midland County, Texas","133055","677","8213","2252","5501","1893","2441","996","112","191","159","273","0","206","124842","2402","87198","3834","33432","3159","1098","732","1268","477","1846","2047"
"0500000US48339","Montgomery County, Texas","448291","1023","55363","7358","31955","5043","22136","5720","168","216","749","971","355","383","392928","7491","331019","7261","49157","6457","5166","1740","6449","1787","1137","1000"
"0500000US48347","Nacogdoches County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48355","Nueces County, Texas","318973","1751","50622","5619","28180","4155","21410","3697","751","934","187","194","94","153","268351","5924","161104","5101","99366","5212","4230","1585","3413","990","238","210"
"0500000US48361","Orange County, Texas","76831","698","12827","3248","12102","3170","615","528","0","206","110","172","0","206","64004","3209","61106","3261","2028","791","542","345","328","369","0","206"
"0500000US48367","Parker County, Texas","110295","1092","10628","2901","8977","2767","1254","1094","397","301","0","206","0","206","99667","2909","91889","2900","6671","1600","239","215","506","417","362","420"
"0500000US48375","Potter County, Texas","105667","1237","22694","3050","13806","2253","8218","2098","182","247","488","377","0","206","82973","3170","59524","2981","18825","2631","901","682","3468","656","255","294"
"0500000US48381","Randall County, Texas","114722","945","14824","3424","12910","3290","1439","1016","147","142","251","384","77","171","99898","3137","88526","3166","9050","2754","892","688","943","430","487","298"
"0500000US48397","Rockwall County, Texas","77231","639","4643","1616","3701","1441","811","755","0","206","131","257","0","206","72588","1763","61904","3086","8574","2051","1805","950","305","327","0","206"
"0500000US48409","San Patricio County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48423","Smith County, Texas","195775","1046","32255","4554","25838","3818","5807","1981","97","120","513","543","0","206","163520","4764","136900","4561","23676","3224","1056","570","1888","770","0","206"
"0500000US48439","Tarrant County, Texas","1716234","2635","253307","13161","134654","10408","96771","7608","7817","2627","7670","2424","6395","2462","1462927","13292","1073382","15232","283711","9816","42802","7149","44688","4715","18344","5243"
"0500000US48441","Taylor County, Texas","118583","1308","22616","3349","17557","3347","3288","1153","1087","760","548","458","136","236","95967","3637","83056","3738","10943","1669","1261","800","707","438","0","206"
"0500000US48451","Tom Green County, Texas","100013","2211","15235","3089","11432","2773","3767","1607","14","26","22","43","0","206","84778","3548","65718","3382","18174","3048","237","221","649","449","0","206"
"0500000US48453","Travis County, Texas","994111","3891","177607","11879","96975","7829","70405","8195","2913","1074","5145","1314","2169","1251","816504","12210","584667","11401","171942","8531","24631","3829","29624","3199","5640","1678"
"0500000US48469","Victoria County, Texas","81902","817","13669","2822","8454","2118","4895","2041","0","206","188","243","132","209","68233","2678","53332","2155","13823","2148","386","356","651","302","41","52"
"0500000US48471","Walker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48479","Webb County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48485","Wichita County, Texas","108859","3116","15914","2549","13586","2430","2115","889","0","206","213","285","0","206","92945","3578","83448","3549","6897","1361","811","462","1222","580","567","660"
"0500000US48491","Williamson County, Texas","418475","1448","30593","4247","22735","3529","6056","1941","549","740","589","499","664","1041","387882","4322","309983","6450","54719","4942","10529","2179","10814","2237","1837","972"
